Accession,ID_x,Organism Name,planetary_analog,Environment,Geographic location,latitude,longitude,Assembly level,Sequencing platform,CheckM2 completeness(%)(NN_model),CheckM2 contamination(%),pass.GUNC,Number_of_contigs,Size (bp),GC (%),N50,GTDB_r220_classification
GCA_015233455.1,GCA_015233455.1_Nitrospirota_bacterium_nDJH15bin2,Nitrospirota_bacterium_nDJH15bin2,Mars_acidic_analog,bog/peatland (acidic),China: Dajiu Lake,31.485181,110.001483,Scaffold,Illumina HiSeq,92.06,0.04,True,245,3580043,49.18,21641,d__Bacteria;p__Nitrospirota;c__Thermodesulfovibrionia;o__Thermodesulfovibrionales;f__Magnetobacteriaceae;g__Magnetobacterium;s__Magnetobacterium sp015233725
GCA_015233465.1,GCA_015233465.1_Nitrospirota_bacterium_nDJH14bin9,Candidatus_Magnetobacteriaceae_bacterium_nDJH14bin9,Mars_acidic_analog,bog/peatland (acidic),China: Dajiu Lake,31.483503,110.000844,Scaffold,Illumina HiSeq,99.8,0.97,True,75,3130381,35.21,93402,d__Bacteria;p__Nitrospirota;c__Thermodesulfovibrionia;o__Thermodesulfovibrionales;f__Magnetobacteriaceae;g__JADFXP01;s__JADFXP01 sp015233465
GCA_015233485.1,GCA_015233485.1_Nitrospirota_bacterium_nDJH14bin7,Nitrospirota_bacterium_nDJH14bin7,Mars_acidic_analog,bog/peatland (acidic),China: Dajiu Lake,31.483503,110.000844,Scaffold,Illumina HiSeq,84.33,2.04,True,565,4238609,44.94,10032,d__Bacteria;p__Nitrospirota;c__Thermodesulfovibrionia;o__Thermodesulfovibrionales;f__Magnetobacteriaceae;g__Magnetominusculus;s__Magnetominusculus sp015233485
GCA_015233495.1,GCA_015233495.1_Candidatus_Omnitrophica_bacterium_nDJH15bin13,Candidatus_Omnitrophota_bacterium_nDJH15bin13,Mars_acidic_analog,bog/peatland (acidic),China: Dajiu Lake,31.485181,110.001483,Scaffold,Illumina HiSeq,89.7,0.5,True,111,2101230,49.08,34545,d__Bacteria;p__Omnitrophota;c__Koll11;o__Zapsychrales;f__Zapsychraceae;g__JADFXQ01;s__JADFXQ01 sp015233495
GCA_015233555.1,GCA_015233555.1_Nitrospirota_bacterium_nDJH14bin5,Nitrospirota_bacterium_nDJH14bin5,Mars_acidic_analog,bog/peatland (acidic),China: Dajiu Lake,31.483503,110.000844,Scaffold,Illumina HiSeq,98.8,0.19,True,69,3591102,41.5,83655,d__Bacteria;p__Nitrospirota;c__Thermodesulfovibrionia;o__Thermodesulfovibrionales;f__Magnetobacteriaceae;g__JADFXG01;s__JADFXG01 sp015233895
GCA_015233565.1,GCA_015233565.1_Candidatus_Riflebacteria_bacterium_nDJH14bin3,Candidatus_Riflebacteria_bacterium_nDJH14bin3,Mars_acidic_analog,bog/peatland (acidic),China: Dajiu Lake,31.483503,110.000844,Scaffold,Illumina HiSeq,99.99,8.49,True,185,8297085,40.61,109594,d__Bacteria;p__Riflebacteria;c__Ozemobacteria;o__Ozemobacterales;f__Ozemobacteraceae;g__JADFXM01;s__JADFXM01 sp015233565
GCA_015233585.1,GCA_015233585.1_Alphaproteobacteria_bacterium_nDJH14bin10,Alphaproteobacteria_bacterium_nDJH14bin10,Mars_acidic_analog,bog/peatland (acidic),China: Dajiu Lake,31.483503,110.000844,Scaffold,Illumina HiSeq,77.96,2.62,True,435,3326350,60.2,11257,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodospirillales;f__Rhodospirillaceae;g__JADFXL01;s__JADFXL01 sp015233585
GCA_015233615.1,GCA_015233615.1_Nitrospirota_bacterium_nDJH13bin3,Nitrospirota_bacterium_nDJH13bin3,Mars_acidic_analog,bog/peatland (acidic),China: Dajiu Lake,31.483672,110.000694,Scaffold,Illumina HiSeq,80.08,2.93,True,220,4006792,47.81,25191,d__Bacteria;p__Nitrospirota;c__Thermodesulfovibrionia;o__Thermodesulfovibrionales;f__Magnetobacteriaceae;g__JADFXJ01;s__JADFXJ01 sp015233615
GCA_015233625.1,GCA_015233625.1_Deltaproteobacteria_bacterium_nDJH13bin5,Deltaproteobacteria_bacterium_nDJH13bin5,Mars_acidic_analog,bog/peatland (acidic),China: Dajiu Lake,31.483672,110.000694,Scaffold,Illumina HiSeq,75.76,2.54,True,619,4587119,51.85,9499,d__Bacteria;p__Desulfobacterota;c__JADFXK01;o__JADFXK01;f__JADFXK01;g__JADFXK01;s__JADFXK01 sp015233625
GCA_015233655.1,GCA_015233655.1_Nitrospirota_bacterium_nDJH13bin21,Nitrospirota_bacterium_nDJH13bin21,Mars_acidic_analog,bog/peatland (acidic),China: Dajiu Lake,31.483672,110.000694,Scaffold,Illumina HiSeq,91.63,2.4,True,262,3287085,47.98,20424,d__Bacteria;p__Nitrospirota;c__Thermodesulfovibrionia;o__Thermodesulfovibrionales;f__Dissulfurispiraceae;g__JADFXI01;s__JADFXI01 sp015233655
GCA_015233675.1,GCA_015233675.1_Candidatus_Omnitrophica_bacterium_nDJH13bin20,Candidatus_Omnitrophota_bacterium_nDJH13bin20,Mars_acidic_analog,bog/peatland (acidic),China: Dajiu Lake,31.483672,110.000694,Scaffold,Illumina HiSeq,74.56,0.68,True,31,2119943,42.8,179029,d__Bacteria;p__Omnitrophota;c__Koll11;o__Zapsychrales;f__Fredricksoniimonadaceae;g__JABDGZ01;s__JABDGZ01 sp015233675
GCA_015233725.1,GCA_015233725.1_Nitrospirota_bacterium_nDJH13bin1,Nitrospirota_bacterium_nDJH13bin1,Mars_acidic_analog,bog/peatland (acidic),China: Dajiu Lake,31.483672,110.000694,Scaffold,Illumina HiSeq,79.98,0.65,True,168,3320021,49.07,29980,d__Bacteria;p__Nitrospirota;c__Thermodesulfovibrionia;o__Thermodesulfovibrionales;f__Magnetobacteriaceae;g__Magnetobacterium;s__Magnetobacterium sp015233725
GCA_015233765.1,GCA_015233765.1_Candidatus_Omnitrophica_bacterium_nCal1bin2,Candidatus_Omnitrophota_bacterium_nCal1bin2,Mars_lake_analog,freshwater,Australia: Lake Catani,-36.73426,146.81119,Scaffold,Illumina HiSeq,94.37,1.18,True,196,2952830,49.66,25022,d__Bacteria;p__Omnitrophota;c__Koll11;o__Zapsychrales;f__Fredricksoniimonadaceae;g__GCA-2753745;s__GCA-2753745 sp002753745
GCA_015233785.1,GCA_015233785.1_Magnetococcales_bacterium_nCLbin10,Magnetococcales_bacterium_nCLbin10,Mars_lake_analog,freshwater,Australia: Corunna Lake,-38.23694,144.42936,Contig,Illumina HiSeq,72.32,1.23,True,364,3357974,55.62,18428,d__Bacteria;p__Pseudomonadota;c__Magnetococcia;o__Magnetococcales;f__JADFWT01;g__JADFWT01;s__JADFWT01 sp015233785
GCA_015233895.1,GCA_015233895.1_Nitrospirota_bacterium_nDJH13bin19,Nitrospirota_bacterium_nDJH13bin19,Mars_acidic_analog,bog/peatland (acidic),China: Dajiu Lake,31.483672,110.000694,Scaffold,Illumina HiSeq,99.98,0.02,True,65,3711429,41.57,125510,d__Bacteria;p__Nitrospirota;c__Thermodesulfovibrionia;o__Thermodesulfovibrionales;f__Magnetobacteriaceae;g__JADFXG01;s__JADFXG01 sp015233895
GCA_015233935.1,GCA_015233935.1_Magnetococcales_bacterium_nDH2bin6,Magnetococcales_bacterium_nDH2bin6,Mars_lake_analog,freshwater,China: Lake East,30.555833,114.411389,Scaffold,Illumina HiSeq,90.85,7.17,True,414,4543171,52.7,21120,d__Bacteria;p__Pseudomonadota;c__Magnetococcia;o__Magnetococcales;f__JADFXB01;g__JADFXB01;s__JADFXB01 sp015233935
GCA_015233945.1,GCA_015233945.1_Magnetococcales_bacterium_nDC0425bin2,Magnetococcales_bacterium_nDC0425bin2,Mars_lake_analog,freshwater,China: Lake Dianchi,24.908133,102.74605,Scaffold,Illumina HiSeq,70.41,4.72,True,364,3037792,55.86,10610,d__Bacteria;p__Pseudomonadota;c__Magnetococcia;o__Magnetococcales;f__Magnetaquicoccaceae;g__HCHbin5;s__HCHbin5 sp002753505
GCA_015233965.1,GCA_015233965.1_Magnetococcales_bacterium_nDC0425bin4,Magnetococcales_bacterium_nDC0425bin4,Mars_lake_analog,freshwater,China: Lake Dianchi,24.908133,102.74605,Scaffold,Illumina HiSeq,99.95,1.49,True,165,3892739,65.39,49112,d__Bacteria;p__Pseudomonadota;c__Magnetococcia;o__Magnetococcales;f__DC0425bin3;g__DC0425bin3;s__DC0425bin3 sp002753665
GCA_015233985.1,GCA_015233985.1_Nitrospirota_bacterium_nDC0425bin1,Nitrospirota_bacterium_nDC0425bin1,Mars_lake_analog,freshwater,China: Lake Dianchi,24.908133,102.74605,Scaffold,Illumina HiSeq,99.86,0.29,True,178,4037545,49.09,35907,d__Bacteria;p__Nitrospirota;c__Thermodesulfovibrionia;o__Thermodesulfovibrionales;f__Magnetobacteriaceae;g__Magnetobacterium;s__Magnetobacterium sp002753685
GCA_015234015.1,GCA_015234015.1_Magnetococcales_bacterium_nDCbin4,Magnetococcales_bacterium_nDCbin4,Mars_lake_analog,freshwater,China: Lake Dianchi,24.908133,102.74605,Scaffold,Illumina HiSeq,99.89,0.58,True,149,4493558,54.13,47506,d__Bacteria;p__Pseudomonadota;c__Magnetococcia;o__Magnetococcales;f__UBA8363;g__UBA8363;s__UBA8363 sp002753735
GCA_015234035.1,GCA_015234035.1_Magnetococcales_bacterium_nDCbin2,Magnetococcales_bacterium_nDCbin2,Mars_lake_analog,freshwater,China: Lake Dianchi,24.908133,102.74605,Scaffold,Illumina HiSeq,99.76,1.53,True,311,4466229,51.87,24333,d__Bacteria;p__Pseudomonadota;c__Magnetococcia;o__Magnetococcales;f__UBA8363;g__UBA8363;s__UBA8363 sp002753615
GCA_015234045.1,GCA_015234045.1_Magnetococcales_bacterium_nCLbin6,Magnetococcales_bacterium_nCLbin6,Mars_lake_analog,freshwater,Australia: Corunna Lake,-38.23694,144.42936,Scaffold,Illumina HiSeq,83.52,1.79,True,117,3646512,47.56,61959,d__Bacteria;p__Pseudomonadota;c__Magnetococcia;o__Magnetococcales;f__JADFWU01;g__JADFWU01;s__JADFWU01 sp015234045
GCA_015234065.1,GCA_015234065.1_Candidatus_Omnitrophica_bacterium_nCal2bin1,Candidatus_Omnitrophota_bacterium_nCal2bin1,Mars_lake_analog,freshwater,Australia: Lake Catani,-36.73274,146.81226,Contig,Illumina HiSeq,78.41,2.16,True,176,1746582,51.48,15478,d__Bacteria;p__Omnitrophota;c__Koll11;o__Zapsychrales;f__Fredricksoniimonadaceae;g__JADFWS01;s__JADFWS01 sp015234065
GCA_015234085.1,GCA_015234085.1_Nitrospinae_bacterium_nARSLQbin3,Nitrospinota_bacterium_nARSLQbin3,Mars_lake_analog,freshwater,China: Innermogolia,47.19788,119.92877,Scaffold,Illumina HiSeq,79.21,0.9,True,440,2637238,54.88,7942,d__Bacteria;p__Nitrospinota;c__UBA7883;o__UBA7883;f__JACRLM01;g__JADGAO01;s__JADGAO01 sp015231995
GCA_015234115.1,GCA_015234115.1_Magnetococcales_bacterium_nARSLQbin1,Magnetococcales_bacterium_nARSLQbin1,Mars_lake_analog,freshwater,China: Innermogolia,47.19788,119.92877,Scaffold,Illumina HiSeq,74.79,2.83,True,161,3310492,58.83,41237,d__Bacteria;p__Pseudomonadota;c__Magnetococcia;o__Magnetococcales;f__Magnetaquicoccaceae;g__JAANAU01;s__JAANAU01 sp015234115
GCA_018606785.1,GCA_018606785.1_Candidatus_Magnetobacterium_sp._XYR,Candidatus_Magnetobacterium_cryptolimnobacter_XYR,Mars_lake_analog,freshwater,"China: Shaanxi, Xianyang Lake",34.33,108.72,Scaffold,Illumina HiSeq,99.98,0.73,True,195,4233998,48.61,61028,d__Bacteria;p__Nitrospirota;c__Thermodesulfovibrionia;o__Thermodesulfovibrionales;f__Magnetobacteriaceae;g__Magnetobacterium;s__Magnetobacterium sp002753685
GCA_018606805.1,GCA_018606805.1_Candidatus_Magnetobacterium_sp._XYC,Candidatus_Magnetomicrobium_cryptolimnococcus_XYC,Mars_lake_analog,freshwater,"China: Shaanxi, Xianyang Lake",34.33,108.72,Scaffold,Illumina HiSeq,99.94,0.56,True,91,3588292,37.75,130433,d__Bacteria;p__Nitrospirota;c__Thermodesulfovibrionia;o__Thermodesulfovibrionales;f__Magnetobacteriaceae;g__XYC;s__XYC sp018606805
GCA_020523885.1,GCA_020523885.1_Candidatus_Liberimonas_magnetica_DUR002,Candidatus_Liberimonas_magnetica_DUR002,Mars_lake_analog,bog/peatland (brackish),"Russia: Moscow Region, Durykino ravine",56.048889,37.164722,Scaffold,Oxford Nanopore MinION,99.93,1.68,True,29,3394123,39.76,185704,d__Bacteria;p__Elusimicrobiota;c__Endomicrobiia;o__Endomicrobiales;f__JAFGIL01;g__Liberimonas;s__Liberimonas magnetica
GCA_022321325.1,GCA_022321325.1_Candidatus_Magnetominusculus_sp._LBB02,Candidatus_Magnetominusculus_sp._LBB02,Mars_lake_analog,freshwater,"Russia: Moscow region, Shatura district, Lake Beloe Bordukovskoe",55.63,39.74,Scaffold,DNBSEQ (MGI); Oxford Nanopore Technologies (ONT),93.11,2.01,True,142,3471208,47.48,44214,d__Bacteria;p__Nitrospirota;c__Thermodesulfovibrionia;o__Thermodesulfovibrionales;f__Magnetobacteriaceae;g__Magnetominusculus;s__Magnetominusculus sp022321325
GCA_029001845.1,GCA_029001845.1_Candidatus_Magnetocorallium_paracelense_XS-1,Candidatus_Magnetocorallium_paracelense_XS-1,Europa_ocean_analog,marine,China: the Paracel Islands,16.57,112.2,Contig,Illumina,100.0,0.58,True,103,6007824,41.25,99879,d__Bacteria;p__Nitrospirota;c__Thermodesulfovibrionia;o__Thermodesulfovibrionales;f__Magnetobacteriaceae;g__Magnetocorallium;s__Magnetocorallium paracelense
GCA_040325905.1,GCA_040325905.1_Candidatus_Magnetobacterium_sp._LHC-1,Candidatus_Magnetobacterium_sp._LHC-1,Mars_lake_analog,freshwater,"China: Lake Lianhuachi, Beijing",39.89,116.3,Scaffold,Illumina HiSeq,98.69,0.24,True,283,4085014,48.69,22734,d__Bacteria;p__Nitrospirota;c__Thermodesulfovibrionia;o__Thermodesulfovibrionales;f__Magnetobacteriaceae;g__Magnetobacterium;s__Magnetobacterium sp002753685
GCA_900093605.1,GCA_900093605.1_Candidatus_Terasakiella_magnetica_PR-1,Candidatus_Terasakiella_magnetica_PR-1,Europa_ocean_analog,marine,France: Pointe Rouge Marina in Marseille,43.24560083,5.364499897,Contig,-,99.99,0.22,True,32,3682454,45.97,253666,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodospirillales_A;f__Terasakiellaceae;g__Terasakiella;s__Terasakiella magnetica
GCA_900170035.1,GCA_900170035.1_Desulfamplus_magnetovallimortis_BW-1,Desulfamplus_magnetovallimortis_BW-1,Mars_lake_analog,brackish,"USA: Badwater Basin at Death Valley National Park, California",36.2302,-116.7674,Scaffold,-,99.95,0.34,True,108,6677998,40.72,274785,d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__Desulfobacteraceae;g__Desulfamplus;s__Desulfamplus magnetovallimortis
GCA_900659855.1,GCA_900659855.1_uncultured_Desulfobacteraceae_bacterium_CR-1,Candidatus_Desulfarcum_epimagneticum_CR-1,Europa_ocean_analog,marine,France: Carry-le-Rouet,43.334222,5.175278,Contig,-,99.28,0.47,True,46,3253206,54.03,317600,d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__CR-1;g__CR-1;s__CR-1 sp900659855
GCA_902725215.1,GCA_902725215.1_Rhodospirillaceae_bacterium_LM-1,Rhodospirillaceae_bacterium_LM-1,Mars_lake_analog,freshwater,"Boulder Beach, Lake Mead, Nevada",36.0427571,-114.7999856,Contig,-,100.0,0.17,True,24,3571800,59.52,364589,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodospirillales;f__WMHbin7;g__WMHbin7;s__WMHbin7 sp902725215
GCA_902729425.1,GCA_902729425.1_Magnetospirillum_sp._SS-4,Magnetospirillum_sp._SS-4,Mars_lake_analog,brackish,"Alamo River near the Salton Sea, California",33.201109,-115.602421,Scaffold,-,100.0,0.37,True,101,4518863,66.03,175174,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodospirillales;f__Magnetospirillaceae;g__Phaeospirillum;s__Phaeospirillum sp902729425
GCA_902729435.1,GCA_902729435.1_Magnetospirillum_sp._UT-4,Magnetospirillum_sp._UT-4,Mars_lake_analog,freshwater,"Pond near Zion National Park, Utah",37.2452462,-113.1446629,Scaffold,-,100.0,0.1,True,94,4005051,68.88,92932,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodospirillales;f__Magnetospirillaceae;g__Magnetospirillum;s__Magnetospirillum sp902729435
GCA_902729445.1,GCA_902729445.1_Magnetospirillum_sp._LM-5,Magnetospirillum_sp._LM-5,Mars_lake_analog,freshwater,"Boulder Beach, Lake Mead, Nevada",36.0427571,-114.7999856,Scaffold,-,100.0,0.07,True,71,3903923,65.48,141579,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodospirillales;f__Magnetospirillaceae;g__Magnetospirillum;s__Magnetospirillum sp902729445
GCA_937425535.1,GCA_937425535.1_Rhodovastum_atsumiense_G2-11,Rhodovastum_atsumiense_G2-11,Mars_lake_analog,freshwater,Japan: Atsumi Peninsula,34.7166667,137.366666,Complete Genome,-,100.0,1.93,True,9,7423543,68.56,6482810,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__Rhodovastum;s__Rhodovastum atsumiense
IMG_2651870060,IMG_2651870060_Unclassified_Nitrospina_Bin_25,Unclassified_Nitrospina_Bin_25,Europa_ocean_analog,marine,northern gulf of mexico hypoxic zone,25.55972426,-90.38104391,Contig,-,90.14,0.37,True,431,4158979,37.69,11956,d__Bacteria;p__Nitrospinota;c__Nitrospinia;o__Nitrospinales;f__JAJDAT01;g__JAJDAT01;s__
LMSG_G000036956.1,LMSG_G000036956.1_uncultured_Bdellovibrionaceae_bacterium_SFLP_MTB_Ki1-2-2m_bin5,uncultured_Bdellovibrionaceae_bacterium_SFLP_MTB_Ki1-2-2m_bin5,Mars_lake_analog,freshwater,Sweden: lake Ki1,67.93,20.36,Contig,NovaSeq,99.94,1.09,True,132,3279113,41.8,58117,d__Bacteria;p__Bdellovibrionota;c__Bdellovibrionia;o__Bdellovibrionales;f__Bdellovibrionaceae;g__CAIYID01;s__CAIYID01 sp903926205
LMSG_G000036957.1,LMSG_G000036957.1_uncultured_Bdellovibrionaceae_bacterium_SFLP_MTB_Ki1-2-7m_bin20,uncultured_Bdellovibrionaceae_bacterium_SFLP_MTB_Ki1-2-7m_bin20,Mars_lake_analog,freshwater,Sweden: lake Ki1,67.93,20.36,Contig,NovaSeq,95.93,1.61,True,274,3171535,41.85,16269,d__Bacteria;p__Bdellovibrionota;c__Bdellovibrionia;o__Bdellovibrionales;f__Bdellovibrionaceae;g__CAIYID01;s__CAIYID01 sp903926205
LMSG_G000036958.1,LMSG_G000036958.1_uncultured_Bdellovibrionia_bacterium_SFLP_MTB_Ki3-D4_bin3,uncultured_Bdellovibrionia_bacterium_SFLP_MTB_Ki3-D4_bin3,Mars_lake_analog,freshwater,Sweden: lake Haukij?rvi,67.65,21.17,Contig,NovaSeq,98.4,1.3,True,267,4348562,50.45,26787,d__Bacteria;p__Bdellovibrionota;c__UBA1018;o__UBA1018;f__UBA1018;g__CAIRTR01;s__CAIRTR01 sp903881565
LMSG_G000036959.1,LMSG_G000036959.1_uncultured_Bdellovibrionia_bacterium_SFLP_MTB_LJ-3-65m_bin36,uncultured_Bdellovibrionia_bacterium_SFLP_MTB_LJ-3-65m_bin36,Mars_lake_analog,freshwater,Finland: lake Lovoj?rvi,61.08,25.03,Contig,NovaSeq,90.47,5.22,True,613,4673194,47.36,10043,d__Bacteria;p__Bdellovibrionota;c__UBA1018;o__UBA1018;f__UBA1018;g__CAITVN01;s__CAITVN01 sp903895855
LMSG_G000036961.1,LMSG_G000036961.1_uncultured_Bdellovibrionia_bacterium_SFLP_MTB_LJ-7-9m_bin42,uncultured_Bdellovibrionia_bacterium_SFLP_MTB_LJ-7-9m_bin42,Mars_lake_analog,freshwater,Finland: lake Lovoj?rvi,61.08,25.03,Contig,NovaSeq,90.04,1.19,True,697,4569893,47.38,8218,d__Bacteria;p__Bdellovibrionota;c__UBA1018;o__UBA1018;f__UBA1018;g__CAITVN01;s__CAITVN01 sp903895855
LMSG_G000036962.1,LMSG_G000036962.1_uncultured_Oligoflexia_bacterium_SFLP_MTB_LJ-13-9m_bin1,uncultured_Oligoflexia_bacterium_SFLP_MTB_LJ-13-9m_bin1,Mars_lake_analog,freshwater,Finland: lake Lovoj?rvi,61.08,25.03,Contig,NovaSeq,87.89,1.77,True,780,4452101,44.53,6941,d__Bacteria;p__Bdellovibrionota;c__Oligoflexia;o__Oligoflexales;f__RGVZ01;g__CAILAO01;s__CAILAO01 sp903832105
LMSG_G000036966.1,LMSG_G000036966.1_uncultured_Desulfatirhabdiaceae_bacterium_SFLP_MTB_Ki1-2-7m_bin29,uncultured_Desulfatirhabdiaceae_bacterium_SFLP_MTB_Ki1-2-7m_bin29,Mars_lake_analog,freshwater,Sweden: lake Ki1,67.93,20.36,Contig,NovaSeq,84.32,1.23,True,562,4674740,47.9,11777,d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__Desulfatirhabdiaceae;g__RAAP-1;s__
LMSG_G000036967.1,LMSG_G000036967.1_uncultured_Desulfatirhabdiaceae_bacterium_SFLP_MTB_Umea1p4_bin7,uncultured_Desulfatirhabdiaceae_bacterium_SFLP_MTB_Umea1p4_bin7,Mars_lake_analog,freshwater,Sweden: lake N?stj?rnen (711940-164576),64.15,18.8,Contig,NovaSeq,100.0,2.01,True,596,5332913,47.29,13145,d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__Desulfatirhabdiaceae;g__RAAP-1;s__RAAP-1 sp903839535
LMSG_G000036968.1,LMSG_G000036968.1_uncultured_Desulfatirhabdiaceae_bacterium_SFLP_MTB_Loc080925-7m_bin41,uncultured_Desulfatirhabdiaceae_bacterium_SFLP_MTB_Loc080925-7m_bin41,Mars_lake_analog,freshwater,Switzerland: lake Loclat,47.02,7.0,Contig,NovaSeq,98.52,1.42,True,265,4078212,50.36,25537,d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__Desulfatirhabdiaceae;g__RAAP-1;s__RAAP-1 sp903953895
LMSG_G000036969.1,LMSG_G000036969.1_uncultured_Desulfatirhabdiaceae_bacterium_SFLP_MTB_Loc090519-7m_bin30,uncultured_Desulfatirhabdiaceae_bacterium_SFLP_MTB_Loc090519-7m_bin30,Mars_lake_analog,freshwater,Switzerland: lake Loclat,47.02,7.0,Contig,NovaSeq,87.79,1.52,True,503,3997748,50.56,9926,d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__Desulfatirhabdiaceae;g__RAAP-1;s__RAAP-1 sp903953895
LMSG_G000036970.1,LMSG_G000036970.1_uncultured_Desulfatirhabdiaceae_bacterium_SFLP_MTB_Loc090519-8m_bin12,uncultured_Desulfatirhabdiaceae_bacterium_SFLP_MTB_Loc090519-8m_bin12,Mars_lake_analog,freshwater,Switzerland: lake Loclat,47.02,7.0,Contig,NovaSeq,99.75,0.32,True,487,4659652,50.25,13135,d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__Desulfatirhabdiaceae;g__RAAP-1;s__RAAP-1 sp903953895
LMSG_G000036971.1,LMSG_G000036971.1_uncultured_Desulfatirhabdiaceae_bacterium_SFLP_MTB_Loc090721-6m_bin27,uncultured_Desulfatirhabdiaceae_bacterium_SFLP_MTB_Loc090721-6m_bin27,Mars_lake_analog,freshwater,Switzerland: lake Loclat,47.02,7.0,Contig,NovaSeq,100.0,0.4,True,181,4787135,50.11,53218,d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__Desulfatirhabdiaceae;g__RAAP-1;s__RAAP-1 sp903953895
LMSG_G000036972.1,LMSG_G000036972.1_uncultured_Desulfatirhabdiaceae_bacterium_SFLP_MTB_Loc090721-7m_bin30,uncultured_Desulfatirhabdiaceae_bacterium_SFLP_MTB_Loc090721-7m_bin30,Mars_lake_analog,freshwater,Switzerland: lake Loclat,47.02,7.0,Contig,NovaSeq,91.89,1.2,True,567,3952897,50.67,9005,d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__Desulfatirhabdiaceae;g__RAAP-1;s__RAAP-1 sp903953895
LMSG_G000036973.1,LMSG_G000036973.1_uncultured_Desulfatirhabdiaceae_bacterium_SFLP_MTB_Loc090907-6m_bin20,uncultured_Desulfatirhabdiaceae_bacterium_SFLP_MTB_Loc090907-6m_bin20,Mars_lake_analog,freshwater,Switzerland: lake Loclat,47.02,7.0,Contig,NovaSeq,94.44,0.5,True,361,4223275,50.49,19290,d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__Desulfatirhabdiaceae;g__RAAP-1;s__RAAP-1 sp903953895
LMSG_G000036974.1,LMSG_G000036974.1_uncultured_Geobacterales_bacterium_SFLP_MTB_A4_bin1,uncultured_Geobacterales_bacterium_SFLP_MTB_A4_bin1,Mars_lake_analog,freshwater,Canada: pond SAS2A,55.23,-77.7,Contig,NovaSeq,95.32,1.93,True,209,5003715,55.24,40527,d__Bacteria;p__Desulfobacterota;c__Desulfuromonadia;o__Geobacterales;f__CAIOGM01;g__CAIOGM01;s__
LMSG_G000036979.1,LMSG_G000036979.1_uncultured_Pseudopelobacteraceae_bacterium_SFLP_MTB_Ja1-D4_bin17,uncultured_Pseudopelobacteraceae_bacterium_SFLP_MTB_Ja1-D4_bin17,Mars_lake_analog,freshwater,Sweden: lake Lomtj?rnan (703480-142137),63.35,14.46,Contig,NovaSeq,83.15,4.07,True,484,3378071,49.98,8999,d__Bacteria;p__Desulfobacterota;c__Desulfuromonadia;o__Geobacterales;f__Pseudopelobacteraceae;g__JACRCG01;s__JACRCG01 sp903845365
LMSG_G000036981.1,LMSG_G000036981.1_uncultured_Pseudopelobacteraceae_bacterium_SFLP_MTB_AM-lipid-02-D5_bin1,uncultured_Pseudopelobacteraceae_bacterium_SFLP_MTB_AM-lipid-02-D5_bin1,Mars_lake_analog,freshwater,Finland: lake Alinen Mustaj?rvi,61.21,25.11,Contig,NovaSeq,96.57,2.67,True,452,4387140,50.98,13394,d__Bacteria;p__Desulfobacterota;c__Desulfuromonadia;o__Geobacterales;f__Pseudopelobacteraceae;g__JACRCG01;s__JACRCG01 sp903925005
LMSG_G000036983.1,LMSG_G000036983.1_uncultured_Pseudopelobacteraceae_bacterium_SFLP_MTB_A3_bin18,uncultured_Pseudopelobacteraceae_bacterium_SFLP_MTB_A3_bin18,Mars_lake_analog,freshwater,Canada: pond SAS2A,55.23,-77.7,Contig,NovaSeq,84.76,1.38,True,190,3694317,51.56,31972,d__Bacteria;p__Desulfobacterota;c__Desulfuromonadia;o__Geobacterales;f__Pseudopelobacteraceae;g__JACRCG01;s__JACRCG01 sp903939115
LMSG_G000036984.1,LMSG_G000036984.1_uncultured_Pseudopelobacteraceae_bacterium_SFLP_MTB_A4_bin21,uncultured_Pseudopelobacteraceae_bacterium_SFLP_MTB_A4_bin21,Mars_lake_analog,freshwater,Canada: pond SAS2A,55.23,-77.7,Contig,NovaSeq,100.0,2.97,True,84,4661276,50.58,104191,d__Bacteria;p__Desulfobacterota;c__Desulfuromonadia;o__Geobacterales;f__Pseudopelobacteraceae;g__JACRCG01;s__JACRCG01 sp903939115
